scn_name,line_id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,cables,terrain_factor,num_parallel,v_ang_min,v_ang_max,v_nom,geom,topo,Project,Project_id,Startpoint,subst_name1,bus_id_1,matching1%,matching2%,Coordinate0,Endpoint,subst_name2,bus_id_2,Cordinate1,Distance,Voltage,s_nom.1,NOVA-Type,Comments,Coordinate1,,,
TTG-P24,29366,,33550,,AC,,,,,,,,,1,2026,40,,60.4378579660545,6,,,,,,,,BBP,7,Mehringen (Grafschaft Hoya),,,,60,,Landesbergen,Wasserkraftwerk Landesbergen,33550,9.10875052365713,52.57739935542,60.43785797,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,Stromtragfähigkeit 4000A,9.108750523657129 52.577399355419985,,
TTG-P25,29367,35022,35721,,AC,,,,,,,,,1,2023,40,,38.8308256660229,6,,,,,,,,BBP,8,Heide/West,Umspannwerk Heide-West,35022,56.25,78.26,9.051183241890591 54.16218742500788,Husum/Nord,UW Husum Nord,35721,9.07855723752111,54.5106695274633,38.83082567,380,2629.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,Stromtragfähigkeit 3600A,9.07855723752111 54.5106695274633,,
TTG-P25,29368,35721,31368,,AC,,,,,,,,,1,2023,40,,74.7365125839155,6,,,,,,,,BBP,8,Husum/Nord,UW Husum Nord,35721,78.26,50,9.07855723752111 54.5106695274633,Klixbüll/Süd,Kiel-Süd,31368,10.1562825085559,54.2755482751116,74.73651258,380,2366.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,Stromtragfähigkeit 3600A,10.156282508555906 54.27554827511158,,
TTG-P25,29369,31368,32183,,AC,,,,,,,,,1,2023,40,,672.795691144991,6,,,,,,,,BBP,8,Klixbüll/Süd,Kiel-Süd,31368,50,31.11,10.156282508555906 54.27554827511158,Bundesgrenze DK,110kV-Umspannwerk Munderkingen,32183,9.63693893238769,48.2368483283933,672.7956911,380,2366.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,Stromtragfähigkeit 3600A,9.63693893238769 48.23684832839326,,
TTG-P33,29370,31062,,,AC,,,,,,,,,1,2025,40,,,6,,,,,,,,BBP,10,Wahle,Wahle 380 kV,31062,58.82,,10.365338662586142 52.28466156477866,Landesgrenze NI/ST (Mast 6),,,,,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Zu oder Umbeseilung auf HTL/ 4000A,,,,
TTG-P33,29371,31060,31320,,AC,,,,,,,,,1,2025,40,,44.315178712792,6,,,,,,,,BBP,10,Hattorf ,Umspannwerk Hattorf,31060,51.85,60,10.761248371477675 52.36745365064589,Helmstedt,Umspannwerk Helmstedt,31320,10.9993330708021,52.200142013707,44.31517871,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Zu oder Umbeseilung auf HTL/ 4000A,10.999333070802122 52.20014201370701,,
TTG-P46,29372,31167,31499,,AC,,,,,,,,,1,2025,40,,311.707392002787,6,,,,,,,,BBP,18,Redwitz,Umspannwerk Redwitz,31167,53.85,45.45,11.193698240199689 50.16222420264838, Schwandorf (Ostbayernring),Station Schwadorf,31499,6.91647776025828,50.7995367272654,311.707392,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,Stromtragfähigkeit 4000A,6.916477760258275 50.79953672726541,,
TTG-P46,29373,33179,31532,,AC,,,,,,,,,1,2025,40,,65.2113875207182,6,,,,,,,,BBP,18,Mechlenreuth,Umspannwerk Mechlenreuth,33179,66.67,62.5,11.81095506273847 50.18363584808292,Etzenricht,Umspannwerk Etzenricht,31532,12.1147699283936,49.6311522258995,65.21138752,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,Stromtragfähigkeit 4000A,12.114769928393569 49.631152225899484,,
TTG-P46,29374,31532,31499,,AC,,,,,,,,,1,2025,40,,393.028044465834,6,,,,,,,,BBP,18,Etzenricht,Umspannwerk Etzenricht,31532,62.5,45.45,12.114769928393569 49.631152225899484, Schwandorf (Ostbayernring),Station Schwadorf,31499,6.91647776025828,50.7995367272654,393.0280445,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,Stromtragfähigkeit 4000A,6.916477760258275 50.79953672726541,,
TTG-P48,29375,33438,32884,,AC,,,,,,,,,1,2024,40,,220.139088904779,3,,,,,,,,BBP,20,Grafenrheinfeld,Grafenrheinfeld,33438,100,59.09,10.187883452706167 49.98122647337771,Punkt Rittershausen,Umspannwerk Dotternhausen,32884,8.77868466020928,48.2311976110554,220.1390889,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,,8.77868466020928 48.231197611055435,,
TTG-P67,29376,33062,31398,,AC,,,,,,,,,1,2026,40,,258.951693350112,6,,,,,,,,BBP,32,Simbach,Umspannwerk Simbach,33062,53.85,34.15,13.002766136405345 48.261999118038034,Matzenhof,Netze BW Umspannwerk Hattenhofen,31398,9.55391779485542,48.6656459821684,258.9516934,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,Stromtragfähigkeit 4000A,9.553917794855415 48.66564598216842,,
TTG-P67,29377,31398,32183,,AC,,,,,,,,,1,2026,40,,48.075760749394,6,,,,,,,,BBP,32,Matzenhof,Netze BW Umspannwerk Hattenhofen,31398,34.15,31.11,9.553917794855415 48.66564598216842,Bundesgrenze AT,110kV-Umspannwerk Munderkingen,32183,9.63693893238769,48.2368483283933,48.07576075,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,Stromtragfähihkeit 4000A,9.63693893238769 48.23684832839326,,
TTG-P67,29378,32778,32234,,AC,,,,,,,,,1,2026,40,,467.742538149918,6,,,,,,,,BBP,32,Altheim,Umspannwerk Altheim,32778,53.85,38.1,12.220835400057918 48.58573299883071,Adlkofen,Station Ahlen,32234,7.91736019224477,51.7568161937141,467.7425381,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,Stromtragfähigkeit 4000A,7.91736019224477 51.756816193714144,,
TTG-P69,29379,31971,31026,,AC,,,,,,,,,1,2022,40,,603.527807430689,6,,,,,,,,BBP,34,Emden / Ost,Emden West,31971,76.19,100,7.17235601978708 53.35169933292827,Conneforde,Conneforde,31026,8.05281320194042,53.3319137814867,603.5278074,380,2366.6MVA,Errichtung einer Lei- tung: Ersatzneubau,Stromtragfähigkeit 3600A,8.052813201940419 53.33191378148668,,
TTG-P72,29380,32075,35318,,AC,,,,,,,,,1,2025,40,,22.5244706160481,6,,,,,,,,BBP,42,Kreis Segeberg,Umspannwerk Bad Segeberg,32075,52.63,38.71,10.299720364233746 53.92763303572055,Lübeck / West,Umspannwerk Lübeck,35318,10.6422460989378,53.9187374255153,22.52447062,380,,Errichtung einer Lei- tung: Ersatzneubau,,10.642246098937843 53.91873742551526,,
TTG-P118,29381,31595,31544,,AC,,,,,,,,,1,2024,40,,224.354102421781,6,,,,,,,,BBP,43,Borken,Station Borken,31595,60,100,6.879875750355082 51.83942507749201,Mecklar,Mecklar,31544,9.74602653032652,50.9174270688464,224.3541024,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,HTL-SEILE:Stromtragfähigkeit 4000A,9.746026530326525 50.9174270688464,,
TTG-P151,29382,31595,32165,,AC,,,,,,,,,1,2023,40,,156.491632497326,6,,,,,,,,BBP,45,Borken,Station Borken,31595,60,60,6.879875750355082 51.83942507749201,Twistetal,Umspannwerk Twistetal,32165,8.99279244775296,51.3430094050101,156.4916325,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,HTL-SEILE:Stromtragfähigkeit 4000A,8.99279244775296 51.34300940501005,,
TTG-P185,29383,31167,,,AC,,,,,,,,,1,2021,40,,,6,,,,,,,,BBP,46,Redwitz,Umspannwerk Redwitz,31167,53.85,,11.193698240199689 50.16222420264838,Landes- grenze BY / TH (Punkt Tschirn),,,,,380,2366.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Stromtragfähigkeit 3600A,,,,
TNG-P47,29384,34195,33976,,AC,,,,,,,,,1,2031,40,,63.6808468811193,,,,,,,,,BBP,19,Weinheim,Umspannwerk Weinheim,34195,57.14,64.29,8.626963252122508 49.543605582041856,Daxlanden,Karlsruhe-Daxlanden,33976,8.31334022540609,49.0090434723512,63.68084688,,,Errichtung einer Lei- tung: Ersatzneubau,s. AMP-P47,8.313340225406092 49.0090434723512,,
TNG-P47,29385,34195,34210,,AC,,,,,,,,,1,2031,40,,14.2370958255522,,,,,,,,,BBP,19,Weinheim,Umspannwerk Weinheim,34195,57.14,69.57,8.626963252122508 49.543605582041856,Mannheim (G380),Mannheim,34210,8.50180858139902,49.4449115465056,14.23709583,,,Errichtung einer Lei- tung: Ersatzneubau,,8.501808581399017 49.44491154650559,,
TNG-P47,29386,34210,34024,,AC,,,,,,,,,1,2031,40,,28.9845858691509,,,,,,,,,BBP,19,Mannheim (G380),Mannheim,34210,69.57,62.5,8.501808581399017 49.44491154650559,Altlußheim,Umspannwerk Altlußheim,34024,8.5120992818932,49.2940001925266,28.98458587,,,Errichtung einer Lei- tung: Ersatzneubau,,8.512099281893201 49.29400019252661,,
TNG-P47,29387,34024,33976,,AC,,,,,,,,,1,2031,40,,34.8502034074383,,,,,,,,,BBP,19,Altlußheim,Umspannwerk Altlußheim,34024,62.5,64.29,8.512099281893201 49.29400019252661,Daxlanden,Karlsruhe-Daxlanden,33976,8.31334022540609,49.0090434723512,34.85020341,,,Errichtung einer Lei- tung: Ersatzneubau,,8.313340225406092 49.0090434723512,,
TNG-P48,29388,32884,33749,,AC,,,,,,,,,1,2025,40,,86.3421081721043,3,,,,,,,,BBP,20,Punkt Rittershausen,Umspannwerk Dotternhausen,32884,59.09,62.5,8.77868466020928 48.231197611055435,Kupferzell,Umspannwerk Kupferzell,33749,9.69465105840969,49.23258454717,86.34210817,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Zusätzlicher Stromkreis,9.694651058409693 49.23258454716998,,
TNG-P48,29389,33749,32376,,AC,,,,,,,,,1,2025,40,,41.4022529489149,3,,,,,,,,BBP,20,Kupferzell,Umspannwerk Kupferzell,33749,62.5,55,9.694651058409693 49.23258454716998,Großgartach,Süwag-Umspannwerk Großgartach,32376,9.14317724065827,49.1435256298229,41.40225295,380,,Errichtung einer Lei- tung: Ersatzneubau,,9.143177240658266 49.14352562982289,,
TNG-P49,29390,33976,31772,,AC,,,,,,,,,1,2029,40,,114.109020308296,,,,,,,,,BBP,21,Daxlanden,Karlsruhe-Daxlanden,33976,64.29,48.89,8.313340225406092 49.0090434723512,Bühl/ Kuppenheim,220-kV-Umspannwerk Kuppenheim,31772,8.24872907982432,48.8463165594338,114.1090203,380,,Errichtung einer Lei- tung: Ersatzneubau,,8.248729079824315 48.84631655943378,,
TNG-P49,29391,31772,35649,,AC,,,,,,,,,1,2029,40,,63.7763144311697,,,,,,,,,BBP,21,Bühl/ Kuppenheim,220-kV-Umspannwerk Kuppenheim,31772,48.89,29.41,8.248729079824315 48.84631655943378,Weier,Erweiterung Umspannwerk Weier,35649,7.9086662827468,48.501784102652,63.77631443,380,,Errichtung einer Lei- tung: Ersatzneubau,,7.908666282746797 48.501784102651996,,
TNG-P49,29392,35649,34709,,AC,,,,,,,,,1,2029,40,,46.2055924391216,,,,,,,,,BBP,21,Weier,Erweiterung Umspannwerk Weier,35649,29.41,53.66,7.908666282746797 48.501784102651996,Eichstetten,380-kV-Umspannwerk Eichstetten,34709,7.75349551034104,48.0993557334381,46.20559244,380,,Errichtung einer Lei- tung: Ersatzneubau,,7.753495510341039 48.09935573343809,,
TNG-P70,29393,31829,,,AC,,,,,,,,,1,2022,40,,,,,,,,,,,BBP,35,Birkenfeld,220 kV-Umspannwerk Birkenfeld,31829,51.28,,8.641627910762603 48.89007089696151,Mast 115A,,,,,380,,"Errichtung einer Leitung: Neubau in neuer Trasse; Errichtung einer
Leitung: Ersatzneu- bau; Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung",bestehende 110kV Leitung, soll auf neuer 380kV-Trasse mitgeführt werden,,,
DC1,29394,31971,31188,,DC,,,,,,,,,1,2027,40,,300.549869551107,,,,,,,,,BBP,1,Emden / Ost,Emden West,31971,76.19,66.67,7.17235601978708 53.35169933292827,Osterath,Station Osterath,31188,6.6258290043517,51.2606112973132,300.5498696,,2GW,Errichtung einer Leitung: Neubau in neuer Trasse,Erdverkabelung,6.625829004351699 51.26061129731316,,
DC2,29395,31188,33994,,DC,,,,,,,,,1,2024,40,,262.036473040053,,,,,,,,,BBP,2,Osterath,Station Osterath,31188,66.67,51.06,6.625829004351699 51.26061129731316,Philippsburg (Ultranet),Umspannwerk Philippsburg,33994,8.46578496756474,49.2215166400484,262.036473,380,2 GW,Errichtung einer Leitung: Ersatzneu- bau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,,8.46578496756474 49.22151664004841,
DC3,29396,31658,32376,,DC,,,,,,,,,1,2028,40,,528.746041758583,,,,,,,,,BBP,3,Brunsbüttel,Umspannwerk Kernkraftwerk Brunsbüttel,31658,45.83,43.14,9.201683603864101 53.89581463892435,Großgartach (SuedLink),Süwag-Umspannwerk Großgartach,32376,9.14317724065827,49.1435256298229,528.7460418,380,2 GW,Errichtung einer Leitung: Neubau in neuer Trasse,Erdverkabelung,9.143177240658266 49.14352562982289,,
DC4,29397,32676,31160,,DC,,,,,,,,,1,2028,40,,406.764604816884,,,,,,,,,BBP,4,Wilster / West,Leer/West,32676,60.87,46.43,7.431597196502326 53.22710687912208,Bergrheinfeld / West (SuedLink),Umspannwerk Bergrheinfeld,31160,10.1603033126678,49.9891567494573,406.7646048,380,2 GW,Errichtung einer Leitung: Neubau in neuer Trasse,Erdverkabelung,10.16030331266777 49.98915674945729,,
DC5,29398,31318,32780,,DC,,,,,,,,,1,2027,40,,410.01884755949,,,,,,,,,BBP,5,Wolmirstedt,Umspannwerk Wolmirstedt,31318,64.71,100,11.6401668419024 52.26899390911886,Isar,Isar,32780,12.2968838212756,48.606909945467,410.0188476,380,2 GW,Errichtung einer Leitung: Neubau in neuer Trasse,Erdverkabelung,12.296883821275578 48.60690994546696,,
DC1a,29399,31971,31188,,DC,,,,,,,,,1,2027,40,,363.814270620934,,,,,,,,,BBPIG,1,Emden / Ost,Emden West,31971,76.19,66.67,7.17235601978708 53.35169933292827,Osterath,Station Osterath,31188,6.6258290043517,51.2606112973132,363.8142706,380,"2,4",Optimierung,inhärente Reserven werden genutzt,6.625829004351699 51.26061129731316,,
DC20,29400,32819,33550,,DC,,,,,,,,,1,2032,40,,173.746330275125,,,,,,,,,BBPIG,5a,Klein Rogahn,Elverlingsen,32819,50,27.91,7.706358343076252 51.278581732413315,Landkreis Börde,Wasserkraftwerk Landesbergen,33550,9.10875052365713,52.57739935542,173.7463303,380,2 GW,Errichtung einer Leitung: Neubau einer Trasse,,9.108750523657129 52.577399355419985,,
DC20,29401,33550,32780,,DC,,,,,,,,,1,2032,40,,443.562233675628,,,,,,,,,BBPIG,5a,Landkreis Börde,Wasserkraftwerk Landesbergen,33550,27.91,100,9.108750523657129 52.577399355419985,Isar,Isar,32780,12.2968838212756,48.606909945467,443.5622337,380,2 GW,Errichtung einer Leitung: Paral- lelneubau,,12.296883821275578 48.60690994546696,,
DC21,29402,34123,32932,,DC,,,,,,,,,1,2031,40,,618.266424905092,,,,,,,,,BBPIG,49,Wilhelmshaven 2,Umspannwerk Kraftwerk Wilhelmshaven,34123,52,28.57,8.147837119262812 53.56354694037817,Region Hamm,Umspannwerk Regen,32932,13.1503889220592,48.9734772951103,618.2664249,380,2 GW,Errichtung einer Leitung: Neubau in neuer Trasse,,13.150388922059184 48.97347729511028,,
DC25,29403,35022,30934,,DC,,,,,,,,,1,2031,40,,228.701047979644,,,,,,,,,BBPIG,48,Heide / West,Umspannwerk Heide-West,35022,52.94,60,9.051183241890591 54.16218742500788,Polsum,Station Polsum,30934,7.02330980936424,51.6257037432455,228.701048,380,2 GW,Errichtung einer Leitung: Neubau in neuer Trasse,,7.023309809364244 51.625703743245474,,
DC31,29404,35022,32819,,DC,,,,,,,,,1,2035,40,,333.492050670537,,,,,,,,,,,Heide / West,Umspannwerk Heide-West,35022,52.94,50,9.051183241890591 54.16218742500788,Klein Rogahn,Elverlingsen,32819,7.70635834307625,51.2785817324133,333.4920507,380,2 GW,Errichtung einer Leitung: Neubau in neuer Trasse,,7.706358343076252 51.278581732413315,,
DC34,29405,31472,33900,,DC,,,,,,,,,1,2035,40,,505.728955590383,,,,,,,,,,,Suchraum Rastede,Rastede,31472,60.87,66.67,8.183735321635314 53.259497432762444,Bürstadt,Station Bürstadt,33900,8.41937316081906,49.6337190751107,505.7289556,380,2 GW,Errichtung einer Leitung: Neubau in neuer Trasse,,8.419373160819056 49.63371907511068,,
P20,29406,31971,32848,,AC,,,,,,,,,1,2030,40,,69.7830548000491,6,,,,,,,,BBPIG,37,Emden / Ost,Emden West,31971,76.19,100,7.17235601978708 53.35169933292827,Halbemond,Halbemond,32848,7.26413765604586,53.5615679479322,69.7830548,380,2629.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,Stromtragfähigkeit 4000A,7.264137656045865 53.561567947932154,,
P22,29407,35202,32326,,AC,,,,,,,,,1,2025,40,,25.3155710576007,6,,,,,,,,BBPIG,55,Elsfleth / West,Schaltanlage Elsfleth/West,35202,63.41,57.78,8.402976949446648 53.237146831320025,Ganderkesee (über Niedervieland),Niedervieland,32326,8.69516079574429,53.092536123575,25.31557106,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,zwei statt einem 380kV stromkreis, Stromtragfähigkeit 4000A,8.695160795744286 53.092536123574995,
P22,29408,31026,31763,,AC,,,,,,,,,1,2025,40,,30.0687538744628,,,,,,,,,BBPIG,54,Conneforde,Conneforde,31026,100,100,8.052813201940419 53.33191378148668,Unterweser,Unterweser,31763,8.47470708395442,53.4286512061934,30.06875387,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Spannungs- umstellung,bestehender 220kV Stromkreis wird auf 380 kV umgestellt,8.474707083954415 53.42865120619339,,
P23,29409,31117,31750,,AC,,,,,,,,,1,2029,40,,28.8170460422411,6,,,,,,,,BBPIG,38,Dollern,Dollern,31117,100,100,9.501790032393501 53.54281468005007,Alfstedt,Alfstedt,31750,9.06881379841262,53.5666351352922,28.81704604,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,zwei statt einem 380kV stromkreis, Stromtragfähigkeit 4000A,9.068813798412615 53.566635135292216,
P23,29410,31750,31162,,AC,,,,,,,,,1,2029,40,,54.5899391747933,6,,,,,,,,BBPIG,38,Alfstedt,Alfstedt,31750,100,100,9.068813798412615 53.566635135292216,Farge,Farge,31162,8.51888185734732,53.2026352990349,54.58993917,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,zwei statt einem 380kV stromkreis, Stromtragfähigkeit 4000A,8.518881857347315 53.20263529903492,
P23,29411,31162,35202,,AC,,,,,,,,,1,2029,40,,8.64230291370052,6,,,,,,,,BBPIG,38,Farge,Farge,31162,100,63.41,8.518881857347315 53.20263529903492,Elsfleth / West,Schaltanlage Elsfleth/West,35202,8.40297694944665,53.23714683132,8.642302914,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,zwei statt einem 380kV stromkreis, Stromtragfähigkeit 4000A,8.402976949446648 53.237146831320025,
P26,29412,31658,33668,,AC,,,,,,,,,1,2030,40,,3.20237589465979,6,,,,,,,,BBPIG,50,Brunsbüttel,Umspannwerk Kernkraftwerk Brunsbüttel,31658,45.83,41.38,9.201683603864101 53.89581463892435,Büttel,Konverterstation Büttel,33668,9.23493526651975,53.9168453029082,3.202375895,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,zwei statt einem 380kV stromkreis, Stromtragfähigkeit 4000A,9.234935266519749 53.9168453029082,
P26,29413,33668,34996,,AC,,,,,,,,,1,2030,40,,7.28176730537623,6,,,,,,,,BBPIG,50,Büttel,Konverterstation Büttel,33668,41.38,45.16,9.234935266519749 53.9168453029082,Wilster/West,Umspannwerk Wilster,34996,9.34519086124502,53.9235068758657,7.281767305,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,zwei statt einem 380kV stromkreis, Stromtragfähigkeit 4000A,9.345190861245023 53.92350687586574,
P26,29414,34996,35218,,AC,,,,,,,,,1,2030,40,,35.8317279494919,6,,,,,,,,BBPIG,50,Wilster/West,Umspannwerk Wilster,34996,45.16,52.94,9.345190861245023 53.92350687586574,Stade / West,Umspannwerk Stade-West,35218,9.48980527344708,53.6325035747906,35.83172795,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,zwei statt einem 380kV stromkreis, Stromtragfähigkeit 4000A,9.489805273447082 53.63250357479064,
P33,29415,31318,33776,,AC,,,,,,,,,1,2032,40,,378.469227072221,6,,,,,,,,BBPIG,10,Wolmirstedt,Umspannwerk Wolmirstedt,31318,64.71,60,11.6401668419024 52.26899390911886,Helmstadt,Umspannwerk Helmstadt,33776,8.96778660639485,49.317822284063,378.4692271,380,2629.6MVA,Errichtung einer Leitung: Paral- lelneubau,Stromtragfähigkeit 4000A,8.967786606394846 49.31782228406299,,
P33,29416,33776,31606,,AC,,,,,,,,,1,2032,40,,340.479138805175,6,,,,,,,,BBPIG,10,Helmstadt,Umspannwerk Helmstadt,33776,60,60,8.967786606394846 49.31782228406299,Gleidingen / Hallendorf,Gleidingen 220 kV,31606,10.4195406942642,52.2369606940238,340.4791388,380,2629.6MVA,Errichtung einer Leitung: Paral- lelneubau,Stromtragfähigkeit 4000A,10.41954069426422 52.23696069402375,,
P33,29417,31606,,,AC,,,,,,,,,1,2032,40,,,6,,,,,,,,BBPIG,10,Gleidingen / Hallendorf,Gleidingen 220 kV,31606,60,,10.41954069426422 52.23696069402375,Kreuzung M24b/ TTG-006,,,,,380,2629.6MVA,Errichtung einer Leitung: Paral- lelneubau,Stromtragfähigkeit 4000A,,,,
P33,29418,,34776,,AC,,,,,,,,,1,2032,40,,24.2654489515455,6,,,,,,,,BBPIG,10,Kreuzung M24b/ TTG-006,,,,38.71,,Mehrum / Nord,Umspannwerk Mehrum,34776,10.0876497948741,52.3151256656137,24.26544895,380,2629.6MVA,Errichtung einer Leitung: Paral- lelneubau,Stromtragfähigkeit 4000A,10.087649794874086 52.315125665613714,,
P37,29419,33753,35330,,AC,,,,,,,,,1,2026,40,,51.7298616529063,,,,,,,,,BBPIG,12,Vieselbach,Umspannwerk Vieselbach,33753,62.5,100,11.12324628496046 50.99837545149305,Eisenach,Eisenach,35330,10.3863463171952,51.0021454743981,51.72986165,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,HTL Umbeseilung mit teilweise Masttasuchen,  Stromtragfähigkeit 4000A,10.386346317195237 51.00214547439807,
P37,29420,35330,31544,,AC,,,,,,,,,1,2026,40,,45.9642586842947,,,,,,,,,BBPIG,12,Eisenach,Eisenach,35330,100,100,10.386346317195237 51.00214547439807,Mecklar,Mecklar,31544,9.74602653032652,50.9174270688464,45.96425868,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTL Umbeseilung, Stromtragfähigkeit 4000A,9.746026530326525 50.9174270688464,
P43,29421,31544,33828,,AC,,,,,,,,,1,2031,40,,43.2832441804601,6,,,,,,,,BBPIG,17,Mecklar,Mecklar,31544,100,100,9.746026530326525 50.9174270688464,Dipperz,Dipperz,33828,9.7741505806389,50.5287493804833,43.28324418,380,2629.6MVA,Errichtung einer Leitung: Paral- lelneubau,Stromtragfähigkeit 4000A,9.774150580638903 50.52874938048326,,
P43,29422,33828,31160,,AC,,,,,,,,,1,2031,40,,66.0360319365674,6,,,,,,,,BBPIG,17,Dipperz,Dipperz,33828,100,57.78,9.774150580638903 50.52874938048326,Bergrheinfeld / West,Umspannwerk Bergrheinfeld,31160,10.1603033126678,49.9891567494573,66.03603194,380,2629.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,Stromtragfähigkeit 4000A,10.16030331266777 49.98915674945729,,
P51,29423,32376,32418,,AC,,,,,,,,,1,2030,40,,40.6054589398234,,,,,,,,,BBPIG,22,Großgartach,Süwag-Umspannwerk Großgartach,32376,55,62.5,9.143177240658266 49.14352562982289,Endersbach,Umspannwerk Endersbach,32418,9.37758875762079,48.8126049655526,40.60545894,380,,"Errichtung einer Leitung: Ersatzneubau
Errichtung einer Leitung: Paral- lelneubau",,9.377588757620794 48.81260496555262,,
P52,29424,34890,,,AC,,,,,,,,,1,2030,40,,,,,,,,,,,BBPIG,40,Neuravensburg,Umspannwerk Neubrandenburg,34890,56.41,,13.280055549479556 53.57011111061607,Sigmarszell/Bundes- grenze (AT),,,,,380,,Errichtung einer Leitung: Ersatz- neubau,,,,,
P53,29425,31156,35354,,AC,,,,,,,,,1,2029,40,,483.973854315483,6,,,,,,,,BBPIG,41,Raitersaich/West,Umspannwerk Raitersaich,31156,56.41,62.5,10.843117833298242 49.37869267500462,Ludersheim,Umspannwerk Ludersheim,35354,11.3271442341894,49.3940090682617,483.9738543,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,11.327144234189406 49.394009068261695,,
P53,29426,35354,31176,,AC,,,,,,,,,1,2029,40,,70.5270894364434,6,,,,,,,,BBPIG,41,Ludersheim,Umspannwerk Ludersheim,35354,62.5,57.14,11.327144234189406 49.394009068261695,Sittling,Umspannwerk Sittling,31176,11.792413892027,48.838224050092,70.52708944,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,11.79241389202698 48.83822405009197,,
P53,29427,31176,,,AC,,,,,,,,,1,2029,40,,,6,,,,,,,,BBPIG,41,Sittling,Umspannwerk Sittling,31176,57.14,,11.79241389202698 48.83822405009197,Suchraum Stadt Rottenburg/Gemeinde Neufahrn,,,,,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,,,,
P53,29428,,32778,,AC,,,,,,,,,1,2029,40,,42.2188020654785,6,,,,,,,,BBPIG,41,Suchraum Stadt Rottenburg/Gemeinde Neufahrn,,,,53.85,,Altheim,Umspannwerk Altheim,32778,12.2208354000579,48.5857329988307,42.21880207,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,12.220835400057918 48.58573299883071,,
P72,29429,35318,32760,,AC,,,,,,,,,1,2027,40,,568.770388346325,6,,,,,,,,BBPIG,42,Lübeck / West,Umspannwerk Lübeck,35318,38.71,45.45,10.642246098937843 53.91873742551526,Siems,Umspannwerk Siems,32760,10.7608353272666,53.9097453646486,568.7703883,380,,Errichtung einer Leitung: Ersatz- neubau,,10.760835327266594 53.90974536464864,,
P72,29430,32760,35568,,AC,,,,,,,,,1,2027,40,,43.69319718895,6,,,,,,,,BBPIG,42,Siems,Umspannwerk Siems,32760,45.45,32,10.760835327266594 53.90974536464864,Göhl,Umspannwerk Göhl Wind,35568,10.9328163652751,54.2890557974472,43.69319719,380,,Errichtung einer Leitung: Neubau in neuer Trasse,,10.932816365275096 54.28905579744723,,
P74,29431,31681,32585,,AC,,,,,,,,,1,2030,40,,62.5156403011664,,,,,,,,,TYNDP,47,Vöhringen,Vöhringen LEW,31681,81.82,50,10.083751340058905 48.268867496576966,Leupolz,Umspannanlage Leupolz,32585,10.3624997384745,47.7386599439854,62.5156403,380,,"Errichtung einer Leitung: Ersatzneubau;
Änderung oder Erweiterung einer Leitung:
Zu- oder Umbeseilung",Spannungsumstellung mit Stromkreisauflage/Umbeseilung  ,10.362499738474474 47.73865994398536,,
