EinheitMastrNummer,DatumLetzeAktualisierung,Name,Einheitart,Einheittyp,Standort,Bruttoleistung,Erzeugungsleistung,EinheitBetriebsstatus,Anlagenbetreiber,EegMastrNummer,KwkMastrNummer,SpeMastrNummer,GenMastrNummer,BestandsanlageMastrNummer,NichtVorhandenInMigriertenEinheiten,StatisikFlag,Ergebniscode,AufrufVeraltet,AufrufLebenszeitEnde,AufrufVersion,DatumLetzteAktualisierung,LokationMastrNummer,NetzbetreiberpruefungStatus,NetzbetreiberpruefungDatum,AnlagenbetreiberMastrNummer,Land,Bundesland,Landkreis,Gemeinde,Gemeindeschluessel,Postleitzahl,Gemarkung,FlurFlurstuecknummern,Strasse,StrasseNichtGefunden,Hausnummer,HausnummerNichtGefunden,Adresszusatz,Ort,Laengengrad,Breitengrad,UtmZonenwert,UtmEast,UtmNorth,GaussKruegerHoch,GaussKruegerRechts,Meldedatum,GeplantesInbetriebnahmedatum,Inbetriebnahmedatum,DatumEndgueltigeStilllegung,DatumBeginnVoruebergehendeStilllegung,DatumWiederaufnahmeBetrieb,EinheitSystemstatus,EinheitBetriebsstatus_unit,BestandsanlageMastrNummer_unit,NichtVorhandenInMigriertenEinheiten_unit,AltAnlagenbetreiberMastrNummer,DatumDesBetreiberwechsels,DatumRegistrierungDesBetreiberwechsels,StatisikFlag_unit,NameStromerzeugungseinheit,Weic,WeicDisplayName,Kraftwerksnummer,Energietraeger,Bruttoleistung_unit,Nettonennleistung,AnschlussAnHoechstOderHochSpannung,Schwarzstartfaehigkeit,Inselbetriebsfaehigkeit,Einsatzverantwortlicher,FernsteuerbarkeitNb,FernsteuerbarkeitDv,FernsteuerbarkeitDr,Einspeisungsart,PraequalifiziertFuerRegelenergie,GenMastrNummer_unit,Technologie,EegMastrNummer_unit,KwkMastrNummer_unit,Ergebniscode_eeg,AufrufVeraltet_eeg,AufrufLebenszeitEnde_eeg,AufrufVersion_eeg,Meldedatum_eeg,DatumLetzteAktualisierung_eeg,EegInbetriebnahmedatum,EegMastrNummer_eeg,AnlagenschluesselEeg,AnlagenkennzifferAnlagenregister,InstallierteLeistung,AnlageBetriebsstatus,Ergebniscode_kwk,AufrufVeraltet_kwk,AufrufLebenszeitEnde_kwk,AufrufVersion_kwk,KwkMastrNummer_kwk,AusschreibungZuschlag,Zuschlagnummer,DatumLetzteAktualisierung_kwk,Inbetriebnahmedatum_kwk,Meldedatum_kwk,ThermischeNutzleistung,ElektrischeKwkLeistung,AnlageBetriebsstatus_kwk,Ergebniscode_permit,AufrufVeraltet_permit,AufrufLebenszeitEnde_permit,AufrufVersion_permit,GenMastrNummer_permit,DatumLetzteAktualisierung_permit,Art,Datum,Behoerde,Aktenzeichen,Frist,WasserrechtsNummer,WasserrechtAblaufdatum,Meldedatum_permit
SEE928577500320,2019-05-28 08:26:38.031669,BHKW Niederberg 1/2,Stromerzeugungseinheit,Geothermie,Bendschenweg 36 47506 Neukirchen-Vluyn,2720,,InBetrieb,ABR970977607369,EEG964034577887,,,SGE971997385343,,,,OK,False,,1.0,2019-05-28 08:26:38.031669,SEL957685895172,Ungeprueft,,ABR970977607369,Deutschland,NordrheinWestfalen,Wesel,Neukirchen-Vluyn,05170028,47506,,,Bendschenweg,False,36,False,,Neukirchen-Vluyn,6.556424,51.439728,32.0,330172.499184843,5701558.71265437,5700714.52103635,2538730.77736676,2019-03-26,,2004-08-04,,,,Aktiv,InBetrieb,,,,,,A,BHKW Niederberg 1/2,,,,Grubengas,2720,2580,False,,,,True,True,False,Volleinspeisung,,SGE971997385343,Verbrennungsmotor,EEG964034577887,,OK,False,,1.0,2019-03-26,2019-03-26 13:12:18.679572,2004-01-01,EEG964034577887,E31238010000000000000013231000206,,2720,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE971997385343,2019-03-26 13:12:18.679572,NachBImSchG4BBImSchV,2004-07-22,Bezirksregierung Düsseldorf,21.0027/03/0104BAA2 56.8851.1.4-De,,,,2019-03-26
SEE928631606197,2020-09-28 13:24:48.188751,Hausdach,Stromerzeugungseinheit,Geothermie,Junkersstraße 6 86343 Königsbrunn,57,,InBetrieb,ABR934922834750,,,,,,,,OK,False,,1.0,2020-09-28 13:24:48.188751,SEL919667243616,Ungeprueft,,ABR934922834750,Deutschland,Bayern,Augsburg,Königsbrunn,09772163,86343,,,Junkersstraße,False,6,False,,Königsbrunn,10.875461,48.25368,32.0,639210.92407308,5346196.52576094,5346803.8102096,4416601.25420331,2020-09-28,,2008-11-11,,,,Aktiv,InBetrieb,,,,,,A,Hausdach,,,,Solarthermie,57,57,,,,,False,,,Volleinspeisung,,,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE929197044706,2020-10-30 13:04:20.235548,Garagendach,Stromerzeugungseinheit,Geothermie,66557 Illingen,5.76,,InBetrieb,ABR913464540596,EEG966296809256,,,,,,,OK,False,,1.0,2020-10-30 13:04:20.235548,SEL980830751429,Datenkorrektur,,ABR913464540596,Deutschland,Saarland,Neunkirchen,Illingen,10043112,66557,,,,False,,False,,Illingen,,,,,,,,2020-10-30,,2008-12-22,,,,Aktiv,InBetrieb,,,,,,A,Garagendach,,,,Solarthermie,5.76,4.6,,,,,False,,,Volleinspeisung,,,Sonstige,EEG966296809256,,OK,False,,1.0,2020-10-30,2020-10-30 13:04:20.189549,2008-12-22,EEG966296809256,,,5.76,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE929459252290,2019-05-28 08:26:38.031669,Faulung,Stromerzeugungseinheit,Geothermie,Arnimer Damm 163 39576 Stendal,77,,InBetrieb,ABR987861726921,EEG947225530090,,,,,,,OK,False,,1.0,2019-05-28 08:26:38.031669,SEL966033351321,Geprueft,2019-09-20,ABR987861726921,Deutschland,SachsenAnhalt,Stendal,Stendal,15090535,39576,,,Arnimer Damm,True,163,True,,Stendal,11.902943,52.611458,32.0,696539.927088092,5833007.27766716,5830945.14231294,4493529.02900749,2019-03-20,,1994-05-01,,,,Aktiv,InBetrieb,,,,,,A,Faulung,,,,Klaerschlamm,77,77,False,,,,False,False,False,Teileinspeisung,,,Verbrennungsmotor,EEG947225530090,,OK,False,,1.0,2019-03-20,2019-03-20 14:15:02.686984,1994-05-01,EEG947225530090,E40976010000000000010000546700001,,77,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE929864610807,2020-03-26 14:50:32.226046,BHKW Klärwerk Nord,Stromerzeugungseinheit,Geothermie,Lerchensteig 27 14469 Potsdam,175,,DauerhaftStillgelegt,,,KWK966173617318,,,,,,OK,False,,1.0,2020-03-26 14:50:32.226046,SEL914946378232,Geprueft,,,Deutschland,Brandenburg,Potsdam,Potsdam,12054000,14469,,,Lerchensteig,False,27,False,,Potsdam,13.026016,52.437884,33.0,365817.929994084,5811575.32735462,5812121.80461674,4569877.85974901,2020-03-26,,2012-12-03,2012-12-04,,,Aktiv,DauerhaftStillgelegt,,,,,,A,BHKW Klärwerk Nord,,,,Klaerschlamm,175,175,False,,,,True,False,False,Teileinspeisung,,,Verbrennungsmotor,,KWK966173617318,,,,,,,,,,,,,OK,False,,1.0,KWK966173617318,False,,2020-03-26 14:50:32.196043,2012-12-03,2020-03-26,0,0,DauerhaftStillgelegt,,,,,,,,,,,,,,
SEE929935478794,2019-12-10 07:53:15.876879,Kläranlage 1 - BHKW 2 - Funke Senergie,Stromerzeugungseinheit,Geothermie,Entenseestraße 1 71063 Sindelfingen,250,,InBetrieb,ABR992513499870,,KWK912585570611,,,,,,OK,False,,1.0,2019-12-10 07:53:15.876879,SEL979659926514,Datenkorrektur,,ABR992513499870,Deutschland,BadenWuerttemberg,Böblingen,Sindelfingen,08115045,71063,,,Entenseestraße,False,1,False,,Sindelfingen,8.981632,48.692538,32.0,498648.268151833,5393277.7684292,5394995.81571067,3498723.46887426,2019-12-10,,2015-04-20,,,,Aktiv,InBetrieb,,,,,,A,Kläranlage 1 - BHKW 2 - Funke Senergie,,,,Klaerschlamm,250,250,False,,,,False,False,False,None,,,Verbrennungsmotor,,KWK912585570611,,,,,,,,,,,,,OK,False,,1.0,KWK912585570611,False,,2019-12-10 07:53:15.742870,2015-04-20,2019-12-10,160,250,InBetrieb,,,,,,,,,,,,,,
SEE930676392973,2019-06-28 06:29:45.426503,BHKW Radbod Erweiterung,Stromerzeugungseinheit,Geothermie,An den Fördertürmen 3 59075 Hamm,1350,,InBetrieb,ABR970977607369,EEG982430188216,,,SGE996915855319,,,,OK,False,,1.0,2019-06-28 06:29:45.426503,SEL992028036775,Geprueft,2019-06-28,ABR970977607369,Deutschland,NordrheinWestfalen,Hamm,Hamm,05915000,59075,,,An den Fördertürmen,False,3,False,,Hamm,7.764801,51.688984,32.0,414618.048367966,5727169.25172436,5729020.50522955,3414656.75865579,2019-05-09,,2013-03-22,,,,Aktiv,InBetrieb,,,,,,A,BHKW Radbod Erweiterung,,,,Grubengas,1350,1350,False,,,,True,True,False,Volleinspeisung,,SGE996915855319,Verbrennungsmotor,EEG982430188216,,OK,False,,1.0,2019-05-09,2019-06-27 08:10:42.620203,2003-05-25,EEG982430188216,E31774015100000000000010599800010,,1350,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE996915855319,2019-05-09 09:24:53.330070,NachBImSchG4BBImSchV,2014-11-26,Bezirksregierung Arnsberg,64.R1-4.1-2014-1,,,,2019-05-09
SEE931003504908,2020-03-03 14:15:33.829090,BHKW Blumenthal 7 M4,Stromerzeugungseinheit,Geothermie,Dorstener Straße 45657 Recklinghausen,1358,,InBetrieb,ABR909184158296,EEG915293941926,,,SGE950409295692,,,,OK,False,,1.0,2020-03-03 14:15:33.829090,SEL951509046351,Geprueft,2020-10-04,ABR909184158296,Deutschland,NordrheinWestfalen,Recklinghausen,Recklinghausen,05562032,45657,,,Dorstener Straße,False,,False,,Recklinghausen,7.168821,51.625148,32.0,373246.204784439,5720935.63065092,5721844.81297187,2580981.19814692,2020-01-08,,2002-07-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Blumenthal 7 M4,,,,Grubengas,1358,1358,False,,,,True,False,False,Volleinspeisung,,SGE950409295692,Verbrennungsmotor,EEG915293941926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE931396753686,2020-03-03 14:26:52.799946,BHKW Rossenray C,Stromerzeugungseinheit,Geothermie,47475 Kamp-Lintfort,1360,,InBetrieb,ABR970977607369,EEG977594965445,,,SGE906586858977,,,,OK,False,,1.0,2020-03-03 14:26:52.799946,SEL995226247691,Ungeprueft,,ABR970977607369,Deutschland,NordrheinWestfalen,Kleve,Issum,05154020,47475,Rossenray,"Flur 4, Flurst. 735,769,770
",,False,,False,,Kamp-Lintfort,-2.635944,42.218479,30.0,,,,,2019-08-06,,2003-05-25,,,,Aktiv,InBetrieb,,,,,,A,BHKW Rossenray C,,,,Grubengas,1360,1360,False,,,,True,True,False,Teileinspeisung,,SGE906586858977,Verbrennungsmotor,EEG977594965445,,OK,False,,1.0,2020-03-03,2020-03-03 14:26:52.029886,2003-05-25,EEG977594965445,,,1360,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE931801539966,2020-02-03 13:34:42.351215,Deponie 1,Stromerzeugungseinheit,Geothermie,Weiherberg Zentraldeponie Weiherberg 88048 Friedrichshafen,98,,InBetrieb,ABR949926383210,EEG922454761996,,,,,,,OK,False,,1.0,2020-02-03 13:34:42.351215,SEL907765832108,Ungeprueft,,ABR949926383210,Deutschland,BadenWuerttemberg,Bodenseekreis,Friedrichshafen,08435016,88048,,,Weiherberg,False,,False,Zentraldeponie Weiherberg,Friedrichshafen,9.433093,47.694555,32.0,532497.001363634,5282443.02376669,5284116.81844202,3532586.71521721,2020-02-03,,2013-08-01,,,,Aktiv,InBetrieb,,,,,,A,Deponie 1,,,,Grubengas,98,98,,,,,False,,,Volleinspeisung,,,Verbrennungsmotor,EEG922454761996,,OK,False,,1.0,2020-02-03,2020-02-03 13:34:42.270212,2013-08-01,EEG922454761996,E10375018804508435016632602000002,,98,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE932072194540,2020-07-10 09:17:23.866888,BHKW,Stromerzeugungseinheit,Geothermie,Am Wickerbach 5 65439 Flörsheim,314,,InBetrieb,ABR931496338349,,,,,,,,OK,False,,1.0,2020-07-10 09:17:23.866888,SEL967191363911,Ungeprueft,,ABR931496338349,Deutschland,Hessen,Main-Taunus-Kreis,Flörsheim am Main,06436004,65439,,,Am Wickerbach,False,5,False,,Flörsheim,8.403578,50.000658,32.0,457256.896181878,5538874.28697826,5540650.42954566,3457314.27354407,2020-07-10,,2006-12-08,,,,Aktiv,InBetrieb,,,,,,A,BHKW,,,,Grubengas,314,210,False,,,,False,False,False,Teileinspeisung,,,Verbrennungsmotor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE932324141704,2020-11-11 11:59:31.255366,Scheune,Stromerzeugungseinheit,Geothermie,94227 Zwiesel,7.2,,InBetrieb,ABR952972272889,,,,,,,,OK,False,,1.0,2020-11-11 11:59:31.255366,SEL975263212661,Ungeprueft,,ABR952972272889,Deutschland,Bayern,Regen,Zwiesel,09276148,94227,,,,False,,False,,Zwiesel,,,,,,,,2020-11-11,,2011-05-11,,,,Aktiv,InBetrieb,,,,,,A,Scheune,,,,Solarthermie,7.2,7.2,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE932666664886,2020-03-03 14:09:27.272497,BHKW Blumenthal 7 M2,Stromerzeugungseinheit,Geothermie,Westcharweg 45659 Recklinghausen,1358,,InBetrieb,ABR909184158296,EEG908762465979,,,SGE969909512796,,,,OK,False,,1.0,2020-03-03 14:09:27.272497,SEL917263763132,Geprueft,2020-10-04,ABR909184158296,Deutschland,NordrheinWestfalen,Recklinghausen,Recklinghausen,05562032,45659,,,Westcharweg,False,,False,,Recklinghausen,7.168821,51.625148,32.0,373246.204784439,5720935.63065092,5721844.81297187,2580981.19814692,2020-01-08,,2002-07-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Blumenthal 7 M2,,,,Grubengas,1358,1358,False,,,,True,True,False,Volleinspeisung,,SGE969909512796,Verbrennungsmotor,EEG908762465979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE932710666033,2020-10-02 09:55:09.237322,Hausdach,Stromerzeugungseinheit,Geothermie,83324 Ruhpolding,7855,,InBetrieb,ABR998637533384,EEG962209506908,,,,,,,OK,False,,1.0,2020-10-02 09:55:09.237322,SEL961289184341,Ungeprueft,,ABR998637533384,Deutschland,Bayern,Traunstein,Ruhpolding,09189140,83324,,,,False,,False,,Ruhpolding,,,,,,,,2020-10-02,,2011-02-08,,,,Aktiv,InBetrieb,,,,,,A,Hausdach,,,,Solarthermie,7855,8.575,False,,,,False,False,False,Volleinspeisung,,,Sonstige,EEG962209506908,,OK,False,,1.0,2020-10-02,2020-10-02 09:55:09.164324,2011-02-08,EEG962209506908,E23017041000000000000393765800000,,8.575,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE933325348031,2020-10-28 14:23:07.708071,Deponiegasverstromung Erfurt Schwerborn,Stromerzeugungseinheit,Geothermie,Stotternheimer Chaussee 50 99095 Erfurt,808,,InBetrieb,ABR900219991277,,,,SGE984410017103,,,,OK,False,,1.0,2020-10-28 14:23:07.708071,SEL950833834467,Datenkorrektur,,ABR900219991277,Deutschland,Thueringen,Erfurt,Erfurt,16051000,99095,,,Stotternheimer Chaussee,False,50,False,,Erfurt,11.069062,51.045557,32.0,645036.450416546,5656927.89605771,5657124.12604132,4434819.93200958,2019-09-16,,1995-02-24,,,,Aktiv,InBetrieb,,,,,,A,Deponiegasverstromung Erfurt Schwerborn,,,,Grubengas,808,808,True,,,,True,True,False,Teileinspeisung,,SGE984410017103,Verbrennungsmotor,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,False,,1.0,SGE984410017103,2019-09-16 13:48:47.369943,NachBImSchGandere,1992-02-17,Thüringer Landesverwaltungsamt,105/91 Az.BA:Schz/Cz,,,,2019-09-16
SEE933630813309,2020-10-22 11:56:35.353203,Hausdach,Stromerzeugungseinheit,Geothermie,50739 Köln,5.23,,InBetrieb,ABR928902491521,,,,,,,,OK,False,,1.0,2020-10-22 11:56:35.353203,SEL922139232209,Ungeprueft,,ABR928902491521,Deutschland,NordrheinWestfalen,Köln,Köln,05315000,50739,,,,False,,False,,Köln,,,,,,,,2020-10-22,,2015-07-27,,,,Aktiv,InBetrieb,,,,,,A,Hausdach,,,,Solarthermie,5.23,5.23,,,,,False,,,Teileinspeisung,,,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE934215879970,2020-11-04 15:06:49.721019,Solar I,Stromerzeugungseinheit,Geothermie,59192 Bergkamen,14.49,,InBetrieb,ABR954993905937,,,,,,,,OK,False,,1.0,2020-11-04 15:06:49.721019,SEL923661906316,Ungeprueft,,ABR954993905937,Deutschland,NordrheinWestfalen,Unna,Bergkamen,05978004,59192,,,,False,,False,,Bergkamen,,,,,,,,2020-11-04,,2011-11-16,,,,Aktiv,InBetrieb,,,,,,A,Solar I,,,,Solarthermie,14.49,14.49,,,,,False,,,Volleinspeisung,,,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE934231056201,2020-03-04 08:46:33.303702,BHKW Lohberg M2,Stromerzeugungseinheit,Geothermie,Hünxer Straße 46537 Dinslaken,1358,,InBetrieb,ABR970977607369,EEG917961178054,,,SGE914167938437,,,,OK,False,,1.0,2020-03-04 08:46:33.303702,SEL984755847533,Geprueft,2020-02-14,ABR970977607369,Deutschland,NordrheinWestfalen,Wesel,Dinslaken,05170008,46537,,,Hünxer Straße,False,,False,,Dinslaken,6.76355,51.580582,32.0,345044.72505179,5716760.9788765,5716515.2076416,2552968.86108016,2020-01-29,,2002-11-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Lohberg M2,,,,Grubengas,1358,1358,False,,,,True,True,False,Volleinspeisung,,SGE914167938437,Verbrennungsmotor,EEG917961178054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE935535020561,2020-10-20 14:50:56.991218,Heiner Sonne 1,Stromerzeugungseinheit,Geothermie,09114 Chemnitz,5.13,,InBetrieb,ABR904764979148,EEG977188489296,,,,,,,OK,False,,1.0,2020-10-20 14:50:56.991218,SEL991381155628,Ungeprueft,,ABR904764979148,Deutschland,Sachsen,Chemnitz,Chemnitz,14511000,09114,,,,False,,False,,Chemnitz,,,,,,,,2020-10-20,,2012-03-21,,,,Aktiv,InBetrieb,,,,,,A,Heiner Sonne 1,,,,Solarthermie,5.13,5.13,,,,,False,,,Teileinspeisung,,,Sonstige,EEG977188489296,,OK,False,,1.0,2020-10-20,2020-10-20 14:50:56.940218,2012-03-21,EEG977188489296,,,5.13,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE935741093281,2020-05-26 08:34:57.870050,Gasmotor 3,Stromerzeugungseinheit,Geothermie,Saarbrücker Straße 135 - 137 66333 Völklingen,3047,,InBetrieb,ABR915039104257,EEG931992468168,KWK938375573747,,SGE956003865682,,,,OK,False,,1.0,2020-05-26 08:34:57.870050,SEL982500493790,Geprueft,2020-08-13,ABR915039104257,Deutschland,Saarland,Regionalverband Saarbrücken,Völklingen,10041519,66333,,,Saarbrücker Straße,False,135 - 137,True,,Völklingen,6.881089,49.24771,32.0,345792.684549999,5457153.65927131,5457110.70143976,2564193.91082538,2019-08-20,,2002-10-24,,,,Aktiv,InBetrieb,,,,,,A,Gasmotor 3,,,,Grubengas,3047,2927,False,,,,True,True,False,Volleinspeisung,,SGE956003865682,Verbrennungsmotor,EEG931992468168,KWK938375573747,OK,False,,1.0,2019-08-20,2020-05-26 08:34:57.801050,2002-10-24,EEG931992468168,E3301801000000GGASVIRTEEGXFE00004,,6094,InBetrieb,OK,False,,1.0,KWK938375573747,,,2020-05-26 08:34:57.801050,2002-10-24,2020-05-20,3119,3047,InBetrieb,OK,False,,1.0,SGE956003865682,2019-08-20 12:52:48.261869,NachBImSchG4BBImSchV,2003-03-25,Oberbergamt für das Saarland,II KwFe/2/01-8,,,,2019-08-20
SEE935939836133,2020-10-07 15:11:11.918935,GMA Generator 2,Stromerzeugungseinheit,Geothermie,Osnabrücker Str. 141 49479 Ibbenbüren,3000,,InBetrieb,ABR900734112973,EEG945215887056,,,,,,,OK,False,,1.0,2020-10-07 15:11:11.918935,SEL958790353366,Geprueft,2020-10-07,ABR900734112973,Deutschland,NordrheinWestfalen,Steinfurt,Ibbenbüren,05566028,49479,,,Osnabrücker Str.,False,141,True,,Ibbenbüren,7.731463,52.287398,32.0,413474.807502931,5793762.01114788,5795639.91359403,3413512.49785457,2020-10-06,,2004-12-15,,,,Aktiv,InBetrieb,,,,,,A,GMA Generator 2,,,,Grubengas,3000,3000,False,,,,True,False,False,Teileinspeisung,,,Verbrennungsmotor,EEG945215887056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE936157069631,2019-07-09 08:10:18.518161,Gasturbine Wellesweiler,Stromerzeugungseinheit,Geothermie,Seiterswaldstraße 66539 Neunkirchen,5200,,InBetrieb,ABR977134142992,EEG905081156915,KWK934470347924,,SGE951384336929,,,,OK,False,,1.0,2019-07-09 08:10:18.518161,SEL966401579708,Geprueft,2019-08-08,ABR977134142992,Deutschland,Saarland,Neunkirchen,Neunkirchen,10043114,66539,,,Seiterswaldstraße,False,,False,,Neunkirchen,7.234663,49.358603,32.0,371811.36670172,5468819.92438901,5469803.64131712,2589734.77015014,2019-06-05,,2002-05-06,,,,Aktiv,InBetrieb,,,,,,A,Gasturbine Wellesweiler,,,,Grubengas,5200,5200,False,,,,True,True,False,Volleinspeisung,,SGE951384336929,GasturbinenmitAbhitzekessel,EEG905081156915,KWK934470347924,OK,False,,1.0,2019-06-05,2019-07-09 08:10:18.235148,2002-05-06,EEG905081156915,E33018010GGASVIRTEEGXWELLESW00007,,5200,InBetrieb,OK,False,,1.0,KWK934470347924,,,2019-07-09 08:10:18.235148,2002-05-06,2019-06-05,8400,5200,InBetrieb,OK,False,,1.0,SGE951384336929,2019-06-05 12:16:42.388944,NachBImSchG4BBImSchV,2001-06-20,LVGA Saarbrücken,I 0/2001,,,,2019-06-05
SEE936173104668,2020-02-04 09:48:30.261627,BHKW Minister Stein M2,Stromerzeugungseinheit,Geothermie,Gewerbeparkstraße 44339 Dortmund,1358,,InBetrieb,ABR909184158296,EEG959062610323,,,SGE998224267265,,,,OK,False,,1.0,2020-02-04 09:48:30.261627,SEL900883091464,Geprueft,2020-02-04,ABR909184158296,Deutschland,NordrheinWestfalen,Dortmund,Dortmund,05913000,44339,,,Gewerbeparkstraße,False,,False,,Dortmund,7.466218,51.547256,32.0,393648.994171978,5711799.56447536,5713550.73001535,2601748.62022607,2020-01-30,,2002-06-28,,,,Aktiv,InBetrieb,,,,,,A,BHKW Minister Stein M2,,,,Grubengas,1358,1358,False,,,,True,True,False,Volleinspeisung,,SGE998224267265,Verbrennungsmotor,EEG959062610323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE936446814522,2020-11-09 14:34:26.604003,MEP Solar,Stromerzeugungseinheit,Geothermie,85461 Bockhorn,9,,InBetrieb,ABR924274159045,,,,,,,,OK,False,,1.0,2020-11-09 14:34:26.604003,SEL939644849464,Abgelehnt,,ABR924274159045,Deutschland,Bayern,Erding,Bockhorn,09177113,85461,,,,False,,False,,Bockhorn,,,,,,,,2020-11-09,,2012-04-10,,,,Aktiv,InBetrieb,,,,,,A,MEP Solar,,,,Solarthermie,9,5,,,,,False,,,Teileinspeisung,,,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE936555720202,2020-03-04 09:04:18.792398,BHKW Rheinpreußen M2,Stromerzeugungseinheit,Geothermie,Eurotec-Ring 47445 Moers,1358,,InBetrieb,ABR970977607369,EEG957183552003,,,SGE995039814776,,,,OK,False,,1.0,2020-03-04 09:04:18.792398,SEL983470987159,Klaerung,,ABR970977607369,Deutschland,NordrheinWestfalen,Wesel,Moers,05170024,47445,,,Eurotec-Ring,False,,False,,Moers,6.639333,51.470882,32.0,336045.592725875,5704833.78180279,5704227.66578656,2544465.26376296,2020-01-29,,2003-07-22,,,,Aktiv,InBetrieb,,,,,,A,BHKW Rheinpreußen M2,,,,Grubengas,1358,1358,False,,,,True,True,False,Volleinspeisung,,SGE995039814776,Verbrennungsmotor,EEG957183552003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE936845541142,2020-11-01 16:30:48.895088,Hausdach,Stromerzeugungseinheit,Geothermie,58579 Schalksmühle,4.35,,InBetrieb,ABR992040822851,EEG923626788544,,,,,,,OK,False,,1.0,2020-11-01 16:30:48.895088,SEL955083635109,Datenkorrektur,,ABR992040822851,Deutschland,NordrheinWestfalen,Märkischer Kreis,Schalksmühle,05962056,58579,,,,False,,False,,Schalksmühle,,,,,,,,2020-10-10,,2016-08-20,,,,Aktiv,InBetrieb,,,,,,A,Hausdach,,,,Solarthermie,4.35,4.35,,,,,False,,,Teileinspeisung,,,Sonstige,EEG923626788544,,OK,False,,1.0,2020-10-10,2020-11-01 16:30:48.895088,2016-08-20,EEG923626788544,E31905010000000000018147650100000,,4.35,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE937084073814,2020-01-30 14:54:04.418585,BHKW KA BB - Modul 1 - 2019,Stromerzeugungseinheit,Geothermie,Auf der Wörsch 65510 Hünstetten,110,,InBetrieb,ABR956663295621,,KWK903241362282,,,,,,OK,False,,1.0,2020-01-30 14:54:04.418585,SEL913356005066,Ungeprueft,,ABR956663295621,Deutschland,Hessen,Rheingau-Taunus-Kreis,Hünstetten,06439007,65510,,,Auf der Wörsch,False,,False,,Hünstetten,8.228532,50.280491,32.0,445033.786155763,5570102.37631058,5571890.94179469,3445086.00079787,2020-01-30,,2019-10-30,,,,Aktiv,InBetrieb,,,,,,B,BHKW KA BB - Modul 1 - 2019,,,,Klaerschlamm,110,85,,,,,True,,,Teileinspeisung,,,Verbrennungsmotor,,KWK903241362282,,,,,,,,,,,,,OK,False,,1.0,KWK903241362282,False,,2020-01-30 14:54:04.384582,2019-10-30,2020-01-30,222,170,InBetrieb,,,,,,,,,,,,,,
SEE937304745743,2019-07-16 09:07:37.873053,"BHKW Zentralkläranlage Plauen, Elsteruferweg 1Z",Stromerzeugungseinheit,Geothermie,Elsteruferweg 100 08525 Plauen,502,,InBetrieb,ABR945082288086,,KWK982102240105,,SGE999271045349,,,,OK,False,,1.0,2019-07-16 09:07:37.873053,SEL974611414764,Datenkorrektur,,ABR945082288086,Deutschland,Sachsen,Vogtlandkreis,Plauen,14523320,08525,,,Elsteruferweg,False,100,False,,Plauen,12.156473,50.51466,33.0,298412.249765715,5599717.64753691,5597664.84210443,4511203.77870053,2019-07-16,,2018-12-06,,,,Aktiv,InBetrieb,,,,,,A,"BHKW Zentralkläranlage Plauen, Elsteruferweg 1Z",,,,Klaerschlamm,502,502,False,,,,True,False,False,Teileinspeisung,,SGE999271045349,Verbrennungsmotor,,KWK982102240105,,,,,,,,,,,,,OK,False,,1.0,KWK982102240105,,,2019-07-16 09:07:37.714045,2018-12-06,2019-07-16,652,502,InBetrieb,OK,False,,1.0,SGE999271045349,2019-07-16 09:07:37.714045,Sonstige,2017-07-20,Landratsamt Vogtlandkreis Amt für Umwelt,106.11-213-355-8-316123/2017,,,,2019-07-16
